,Mutation Value,Disease Implicated,Count
2434,C->T,"Generalized epilepsy with febrile seizures plus, type 7, Hereditary sensory and autonomic neuropathy type IIA",1
2435,C->T,"Generalized epilepsy with febrile seizures plus, type 7, Hereditary sensory and autonomic neuropathy type IIA, not provided",1
2436,C->T,Geroderma osteodysplastica,1
2437,C->T,"Gilbert's syndrome, Crigler Najjar syndrome, type 1",1
2438,C->T,Gillespie syndrome,2
2439,C->T,"Glaucoma 3, primary congenital, A",2
2440,C->T,"Glaucoma 3, primary congenital, A, not provided",2
2441,C->T,Globozoospermia,1
2442,C->T,"Glutaric aciduria, type 2, Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency, not provided",1
2443,C->T,"Glycogen storage disease IV, congenital neuromuscular",1
2444,C->T,Glycogen storage disease XV,1
2445,C->T,Glycogen storage disease type III,4
2446,C->T,"Glycogen storage disease type III, Glycogen storage disease IIIa",1
2447,C->T,"Glycogen storage disease type III, not provided",3
2448,C->T,"Glycogen storage disease, type IV, Glycogen storage disease IV, combined hepatic and myopathic, Adult polyglucosan body neuropathy",1
2449,C->T,"Glycogen storage disease, type IV, Glycogen storage disease IV, congenital neuromuscular",1
2450,C->T,"Glycogen storage disease, type IV, Glycogen storage disease IV, fatal perinatal neuromuscular",1
2451,C->T,Gonadotropin-independent familial sexual precocity,1
2452,C->T,Gorlin syndrome,1
2453,C->T,Grange syndrome,1
2454,C->T,"Granulosa cell tumor of the ovary, Thecoma, somatic, Adrenocortical tumor, somatic",1
2455,C->T,Gray platelet syndrome,2
2456,C->T,Greenberg dysplasia,1
2457,C->T,Griscelli syndrome type 3,1
2458,C->T,Growth hormone deficiency with pituitary anomalies,1
2459,C->T,Harel-Yoon syndrome,1
2460,C->T,"Hearing impairment, Prelingual sensorineural hearing impairment, Heterochromia iridis, Poliosis, Waardenburg syndrome type 2A",1
2461,C->T,"Hearing impairment, Retinitis pigmentosa, Congenital sensorineural hearing impairment, Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
2462,C->T,Hemochromatosis type 4,4
2463,C->T,"Hepatic failure, early-onset, and neurologic disorder due to cytochrome C oxidase deficiency",2
2464,C->T,Hepatoerythropoietic porphyria,1
2465,C->T,Hereditary Paraganglioma-Pheochromocytoma Syndromes,2
2466,C->T,Hereditary cancer-predisposing syndrome,13
2467,C->T,"Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes",1
2468,C->T,"Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes, Paragangliomas 4, not provided",1
2469,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome",13
2470,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome I, not provided",1
2471,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5, not provided",1
2472,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, not provided",1
2473,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",4
2474,C->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, not specified",1
2475,C->T,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis, MUTYH-associated polyposis, not specified, not provided",1
2476,C->T,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis, not provided",1
2477,C->T,"Hereditary cancer-predisposing syndrome, Muir-Torré syndrome, Lynch syndrome, not provided",1
2478,C->T,"Hereditary cancer-predisposing syndrome, Turcot syndrome, Lynch syndrome, Lynch syndrome II",1
2479,C->T,"Hereditary cancer-predisposing syndrome, not provided",9
2480,C->T,Hereditary insensitivity to pain with anhidrosis,2
2481,C->T,Hereditary motor and sensory neuropathy with optic atrophy,1
2482,C->T,Hereditary nonpolyposis colon cancer,6
2483,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome",2
2484,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Carcinoma of colon, Lynch syndrome, Lynch syndrome I, not provided",1
2485,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Carcinoma of colon, Lynch syndrome, Lynch syndrome II, not provided",1
2486,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Hereditary nonpolyposis colorectal cancer type 5, Lynch syndrome I, not specified",1
2487,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome",4
2488,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome I, not provided",1
2489,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome II, not provided",1
2490,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5, Lynch syndrome I, not provided",1
2491,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5, not provided",2
2492,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I",2
2493,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, not provided",4
2494,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II",1
2495,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II, Lynch syndrome I, not provided",1
2496,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II, not provided",3
2497,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",17
2498,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Malignant tumor of ascending colon, Lynch syndrome, Lynch syndrome I, not provided",1
2499,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Malignant tumor of sigmoid colon, Lynch syndrome, not provided",1
2500,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Turcot syndrome, Lynch syndrome, Lynch syndrome II, not provided",1
2501,C->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, not provided",2
2502,C->T,"Hereditary nonpolyposis colon cancer, Lynch syndrome",5
2503,C->T,"Hereditary nonpolyposis colon cancer, Lynch syndrome, not provided",3
2504,C->T,Hereditary pancreatitis,1
2505,C->T,"Hereditary pyropoikilocytosis, Elliptocytosis 2, not specified, not provided",1
2506,C->T,Hermansky-Pudlak syndrome 3,1
2507,C->T,History of neurodevelopmental disorder,2
2508,C->T,"History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy, not provided",1
2509,C->T,Hodgkin lymphoma,1
2510,C->T,Homocysteinemia due to MTHFR deficiency,11
2511,C->T,Homocystinuria due to MTHFR deficiency,1
2512,C->T,"Human immunodeficiency virus type 1, increased perinatal transmission of",1
2513,C->T,"Hutchinson-Gilford syndrome, Lethal tight skin contracture syndrome, Mandibuloacral dysostosis, Laminopathy, not provided",1
2514,C->T,"Hydrops, lactic acidosis, and sideroblastic anemia",1
2515,C->T,"Hypercholesterolemia, autosomal recessive",3
2516,C->T,Hyperparathyroidism 2,1
2517,C->T,Hyperphosphatasia with mental retardation syndrome 1,1
2518,C->T,"Hypobetalipoproteinemia, familial, 1",1
2519,C->T,"Hypocalcemia, autosomal dominant 1",2
2520,C->T,"Hypocalcemia, autosomal dominant 1, Hypocalciuric hypercalcemia, familial, type 1",1
2521,C->T,"Hypocalcemia, autosomal dominant 1, Hypocalciuric hypercalcemia, familial, type 1, not provided",3
2522,C->T,"Hypocalcemia, autosomal dominant 1, not provided",1
2523,C->T,"Hypocalciuric hypercalcemia, familial, type 1, Neonatal severe hyperparathyroidism",1
2524,C->T,"Hypocalciuric hypercalcemia, familial, type 1, not provided",1
2525,C->T,"Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities",1
2526,C->T,Hypogonadotropic hypogonadism 4 with or without anosmia,1
2527,C->T,"Hypomagnesemia 5, renal, with ocular involvement",1
2528,C->T,Hypomyelination with brainstem and spinal cord involvement and leg spasticity,2
2529,C->T,"Hypomyelination, global cerebral",1
2530,C->T,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 2",1
2531,C->T,"IGG receptor I, phagocytic, familial deficiency of",1
2532,C->T,"IMMUNODEFICIENCY, COMMON VARIABLE, 14",1
2533,C->T,"IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA",1
2534,C->T,INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES,2
2535,C->T,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V",1
2536,C->T,"Idiopathic fibrosing alveolitis, chronic form, Pulmonary fibrosis and/or bone marrow failure, telomere-related, 2",1
2537,C->T,Idiopathic membranous glomerulonephritis,1
2538,C->T,Immunodeficiency 31C,1
2539,C->T,Immunodeficiency 37,1
2540,C->T,Immunodeficiency 38 with basal ganglia calcification,1
2541,C->T,Immunodeficiency-centromeric instability-facial anomalies syndrome 3,1
2542,C->T,Inborn genetic diseases,11
2543,C->T,"Inborn genetic diseases, Autism spectrum disorder",1
2544,C->T,"Inborn genetic diseases, Dominant dystrophic epidermolysis bullosa with absence of skin, not provided",1
2545,C->T,"Inborn genetic diseases, Epileptic encephalopathy, early infantile, 32, not provided",1
2546,C->T,"Inborn genetic diseases, History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy",1
2547,C->T,"Inborn genetic diseases, Marshall syndrome, not provided",1
2548,C->T,"Inborn genetic diseases, Mental retardation, autosomal dominant 19, not provided",1
2549,C->T,"Inborn genetic diseases, Mental retardation, autosomal dominant 23",1
2550,C->T,"Inborn genetic diseases, Spastic tetraplegia, thin corpus callosum, and progressive microcephaly, not provided",1
2551,C->T,"Inborn genetic diseases, Tatton-Brown-rahman syndrome",1
2552,C->T,"Inborn genetic diseases, not provided",2
2553,C->T,"Indifference to pain, congenital, autosomal recessive",2
2554,C->T,Infantile hypophosphatasia,1
2555,C->T,"Infantile hypophosphatasia, Childhood hypophosphatasia",1
2556,C->T,Infantile liver failure syndrome 2,2
2557,C->T,Infantile-onset ascending hereditary spastic paralysis,1
2558,C->T,Intellectual developmental disorder with dysmorphic facies and ptosis,3
2559,C->T,"Intellectual developmental disorder with dysmorphic facies and ptosis, not provided",2
2560,C->T,"JOUBERT SYNDROME 30, ARMC9-related Joubert syndrome",4
2561,C->T,Jeune thoracic dystrophy,2
2562,C->T,Joubert syndrome 22,1
2563,C->T,Joubert syndrome 8,1
2564,C->T,Junctional epidermolysis bullosa gravis of Herlitz,2
2565,C->T,Juvenile primary lateral sclerosis,1
2566,C->T,KERATOCONUS 9,1
2567,C->T,"Larsen syndrome, dominant type",1
2568,C->T,Leber congenital amaurosis 12,1
2569,C->T,Leber congenital amaurosis 16,1
2570,C->T,"Leber congenital amaurosis 8, not provided",1
2571,C->T,Leber congenital amaurosis 9,1
2572,C->T,Left ventricular noncompaction 6,2
2573,C->T,Lethal multiple pterygium syndrome,2
2574,C->T,"Lethal multiple pterygium syndrome, Myasthenic syndrome, slow-channel congenital",1
2575,C->T,"Leukodystrophy, hypomyelinating, 2",2
2576,C->T,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,3
2577,C->T,Leukoencephalopathy with vanishing white matter,3
2578,C->T,Leukonychia totalis,1
2579,C->T,"Leydig cell agenesis, Luteinizing hormone resistance, female",1
2580,C->T,Lichtenstein-knorr syndrome,1
2581,C->T,"Limb-girdle muscular dystrophy, type 1C, not provided",1
2582,C->T,"Limb-girdle muscular dystrophy, type 2B",4
2583,C->T,"Limb-girdle muscular dystrophy, type 2B, Dysferlinopathy, not provided",1
2584,C->T,"Limb-girdle muscular dystrophy, type 2B, not provided",2
2585,C->T,"Limb-girdle muscular dystrophy, type 2J, Dilated cardiomyopathy 1G",1
2586,C->T,"Limb-girdle muscular dystrophy-dystroglycanopathy, type C9, not provided",1
2587,C->T,Lipid proteinosis,4
2588,C->T,Lipoyltransferase 1 deficiency,1
2589,C->T,"Liver cirrhosis, Cerebral calcification, Dilatation, Interstitial pneumonitis, Rajab syndrome",1
2590,C->T,Loeys-Dietz syndrome 2,2
2591,C->T,"Loeys-Dietz syndrome 2, Loeys-Dietz syndrome, Thoracic aortic aneurysm and aortic dissection, not provided",1
2592,C->T,"Loeys-Dietz syndrome 2, Thoracic aortic aneurysm and aortic dissection, Cardiovascular phenotype, not provided",1
2593,C->T,"Loeys-Dietz syndrome 2, Thoracic aortic aneurysm and aortic dissection, not provided",2
2594,C->T,Loeys-Dietz syndrome 4,1
2595,C->T,"Long QT syndrome, Congenital long QT syndrome, Brugada syndrome, Long QT syndrome 3, Cardiovascular phenotype, not provided",1
2596,C->T,"Lymphedema, hereditary, IC",2
2597,C->T,"Lymphedema, primary, with myelodysplasia, Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency",1
2598,C->T,Lynch syndrome,26
2599,C->T,Lynch syndrome I,1
2600,C->T,"Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5",1
2601,C->T,"Lynch syndrome, Lynch syndrome II",1
2602,C->T,"Lynch syndrome, not provided",12
2603,C->T,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 49",3
2604,C->T,"METHYLCOBALAMIN DEFICIENCY, cblG TYPE",1
2605,C->T,"MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE",1
2606,C->T,"MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE",1
2607,C->T,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5",1
2608,C->T,"MPV17-related mitochondrial DNA maintenance defect, Navajo neurohepatopathy",1
2609,C->T,MYH-associated polyposis,2
2610,C->T,"MYOPATHY, MITOCHONDRIAL, AND ATAXIA",1
2611,C->T,"Macular dystrophy, Achromatopsia, not provided",1
2612,C->T,"Macular dystrophy, Retinitis pigmentosa 12, not provided",1
2613,C->T,"Macular dystrophy, Stargardt disease 1, Retinitis pigmentosa 19, not provided",1
2614,C->T,"Malignant hyperthermia susceptibility type 5, Hypokalemic periodic paralysis 1, not provided",2
2615,C->T,"Mandibuloacral dysostosis, not provided",1
2616,C->T,"Mandibuloacral dysplasia with type B lipodystrophy, not provided",2
2617,C->T,Maple syrup urine disease,3
2618,C->T,Medium-chain acyl-coenzyme A dehydrogenase deficiency,1
2619,C->T,"Medium-chain acyl-coenzyme A dehydrogenase deficiency, not provided",1
2620,C->T,"Medulloblastoma, Acute myeloid leukemia, Transitional cell carcinoma of the bladder, Multiple myeloma, Cutaneous melanoma, Juvenile myelomonocytic leukemia, Non-Hodgkin lymphoma, Neoplasm of the large intestine, Malignant melanoma of skin, Myelodysplastic syndrome, Adenocarcinoma of stomach, RAS-associated autoimmune leukoproliferative disorder, Noonan syndrome 6, not provided",1
2621,C->T,"Megacystis, Inborn genetic diseases, Visceral myopathy, Chronic intestinal pseudoobstruction, Visceral neuropathy, familial, autosomal dominant, not provided",1
2622,C->T,Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2,1
2623,C->T,"Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness",3
2624,C->T,"Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness, not provided",1
2625,C->T,Meier-Gorlin syndrome 1,1
2626,C->T,Mental retardation with language impairment and with or without autistic features,1
2627,C->T,"Mental retardation, autosomal dominant 14",5
2628,C->T,"Mental retardation, autosomal dominant 19",4
2629,C->T,"Mental retardation, autosomal dominant 19, not provided",4
2630,C->T,"Mental retardation, autosomal dominant 22",4
2631,C->T,"Mental retardation, autosomal dominant 23",1
2632,C->T,"Mental retardation, autosomal dominant 39",1
2633,C->T,"Mental retardation, autosomal dominant 39, not provided",1
2634,C->T,"Mental retardation, autosomal recessive 42",1
2635,C->T,"Mental retardation, autosomal recessive 52",1
2636,C->T,Methylmalonic acidemia with homocystinuria,1
2637,C->T,"Methylmalonic acidemia with homocystinuria, Methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency, not provided",1
2638,C->T,"Methylmalonic acidemia with homocystinuria, not provided",3
2639,C->T,"Microcephaly, Hirsutism, Intellectual disability, Global developmental delay, Generalized hypotonia, Failure to thrive, EEG abnormality, Short stature, NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE",1
2640,C->T,Microcephaly-capillary malformation syndrome,3
2641,C->T,"Microcephaly-capillary malformation syndrome, not provided",1
2642,C->T,"Microphthalmia, isolated, with coloboma 7",1
2643,C->T,"Microphthalmia, syndromic 12",1
2644,C->T,"Mitochondrial DNA-depletion syndrome 3, hepatocerebral",2
2645,C->T,Mitochondrial complex III deficiency,1
2646,C->T,"Mitochondrial complex III deficiency, Bjornstad syndrome with mild mitochondrial complex III deficiency, not provided",1
2647,C->T,Mitochondrial trifunctional protein deficiency,2
2648,C->T,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B",5
2649,C->T,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B, DYSF-Related Disorders, not provided",1
2650,C->T,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B, Dysferlinopathy, not provided",2
2651,C->T,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B, not provided",3
2652,C->T,"Miyoshi muscular dystrophy 1, not provided",2
2653,C->T,"Monocarboxylate transporter 1 deficiency, autosomal dominant",1
2654,C->T,Mowat-Wilson syndrome,3
2655,C->T,"Mucopolysaccharidosis, MPS-IV-B",2
2656,C->T,"Mucopolysaccharidosis, MPS-IV-B, Infantile GM1 gangliosidosis, GM1 gangliosidosis type 2, Gangliosidosis GM1 type 3",1
2657,C->T,"Mucopolysaccharidosis, MPS-IV-B, Infantile GM1 gangliosidosis, GM1 gangliosidosis type 2, Gangliosidosis GM1 type 3, GM1-gangliosidosis, type I, with cardiac involvement, not provided",1
2658,C->T,Multiple cutaneous leiomyomas,1
2659,C->T,"Multiple cutaneous leiomyomas, Fumarase deficiency, not provided",1
2660,C->T,"Multiple cutaneous leiomyomas, Hereditary cancer-predisposing syndrome",1
2661,C->T,"Multiple cutaneous leiomyomas, Hereditary cancer-predisposing syndrome, Fumarase deficiency, not provided",1
2662,C->T,"Multiple epiphyseal dysplasia 5, Multiple Epiphyseal Dysplasia, Dominant",1
2663,C->T,Multiple gastrointestinal atresias,4
2664,C->T,Multiple mitochondrial dysfunctions syndrome 1,1
